,customer_id,Gender,products_ordered,average_return_rate,total_spending
154,1058238,MALE,1,0,35
155,1058401,FEMALE,2,0,159
156,1058966,FEMALE,1,0,178
157,1060909,MALE,2,0,225
158,1061152,FEMALE,1,0,85.5
159,1062722,FEMALE,1,0,44
160,1062790,FEMALE,1,0,64
161,1063939,MALE,2,0,307.4
162,1064779,MALE,1,0,89
163,1065100,FEMALE,4,0,571
164,1065122,MALE,1,0,95
165,1065179,FEMALE,1,0,95
166,1065617,MALE,1,0,85.5
167,1065718,FEMALE,1,0,58
168,1067115,MALE,1,0,95
169,1067119,MALE,1,0,80.1
170,1067191,MALE,1,0,207
171,1067545,MALE,1,0,89
172,1067590,FEMALE,1,0,119
173,1067735,MALE,1,0,138
174,1067845,MALE,1,0,80.1
175,1068391,FEMALE,1,0,267
176,1068546,FEMALE,2,0,186.3
177,1069520,MALE,2,0,332.4
178,1069797,MALE,2,0,140
179,1070112,MALE,1,0,190
180,1070215,MALE,1,0,59.4
181,1070461,FEMALE,2,0,266.5
182,1070752,MALE,1,0,89
183,1071044,MALE,1,0,190
184,1071064,FEMALE,1,0,240.3
185,1071151,FEMALE,1,0,75
186,1071407,MALE,3,0,267.2
187,1072324,FEMALE,2,0,253
188,1072388,MALE,3,0,303
189,1072932,MALE,6,0,942.2
190,1072982,FEMALE,1,0,95
191,1073187,FEMALE,2,0,165.6
192,1074131,FEMALE,1,0,89
193,1074403,MALE,1,0,64
194,1074832,MALE,1,0,89
195,1075305,FEMALE,2,0,190
196,1075473,MALE,3,0,344.2
197,1075810,FEMALE,1,0,89
198,1075996,MALE,2,0,116.2
199,1076646,FEMALE,1,0,119
200,1076999,MALE,1,0,76
201,1077078,FEMALE,1,0,98
202,1077133,MALE,1,0,95
203,1077784,FEMALE,1,0,95
204,1077975,FEMALE,1,0,89.1
205,1078103,MALE,3,0,547
206,1078383,MALE,2,0,160.2
207,1078506,FEMALE,2,0,83
208,1078958,FEMALE,1,0,64
209,1079485,MALE,2,0,168
210,1079791,MALE,2,0,128
211,1080093,MALE,1,0,165
212,1080581,MALE,1,0,89
213,1080742,MALE,3,0,273.6
214,1080932,FEMALE,1,0,64
215,1080944,FEMALE,2,0,182.4
216,1081051,FEMALE,1,0,49
217,1081797,MALE,2,0,188
218,1082506,MALE,2,0,169.75
219,1082931,FEMALE,1,0,138
220,1083052,MALE,1,0,95
221,1083647,FEMALE,1,0,70
222,1083809,FEMALE,1,0,190
223,1083843,MALE,1,0,71.2
224,1084373,FEMALE,4,0,503.2
225,1085332,MALE,1,0,158.4
226,1086358,FEMALE,1,0,98
227,1086871,FEMALE,1,0,71.2
228,1086998,MALE,1,0,64
229,1087743,FEMALE,1,0,89
230,1087774,FEMALE,1,0,178
231,1087906,MALE,1,0,99
232,1087993,MALE,2,0,315.7
233,1088607,FEMALE,2,0,208
234,1089529,FEMALE,2,0,406.55
235,1090054,FEMALE,3,0,292.2
236,1090144,MALE,1,0,178
237,1090251,MALE,6,0,818.4
238,1091304,MALE,6,0,1148
239,1091332,FEMALE,4,0,457
240,1091514,MALE,1,0,80.75
241,1091799,MALE,1,0,69
242,1091989,FEMALE,1,0,152
243,1092022,MALE,3,0,272.8
244,1092070,MALE,2,0,184
245,1092604,MALE,1,0,66
246,1093110,FEMALE,1,0,99
247,1093162,MALE,5,0,1039.9
248,1093303,FEMALE,3,0,247
249,1093625,MALE,1,0,30.6
250,1095725,FEMALE,1,0,64
251,1096644,MALE,2,0,261
252,1096731,FEMALE,1,0,62
253,1096840,MALE,2,0,314
254,1096919,MALE,2,0,139
255,1097298,MALE,1,0,69
256,1097315,FEMALE,1,0,70
257,1097479,MALE,4,0,743.1
258,1097535,MALE,2,0,133
259,1098113,MALE,1,0,95
260,1098204,FEMALE,1,0,146
261,1098578,FEMALE,2,0,203
262,1099142,MALE,2,0,147.2
263,1099460,FEMALE,2,0,163
264,1099793,FEMALE,3,0,322
265,1101127,MALE,1,0,165
266,1101416,MALE,1,0,151.5
267,1101504,FEMALE,3,0,371
268,1101534,FEMALE,1,0,99
269,1101755,FEMALE,1,0,95
270,1101977,MALE,1,0,89
271,1102544,FEMALE,3,0,195.2
272,1102815,FEMALE,1,0,99
273,1103138,FEMALE,1,0,55.8
274,1103393,MALE,1,0,109.65
275,1104346,MALE,1,0,95
276,1104818,MALE,1,0,89
277,1104832,MALE,1,0,89
278,1106474,FEMALE,3,0,411
279,1106781,MALE,2,0,159
280,1106970,MALE,2,0,235
281,1107417,MALE,1,0,89
282,1107542,FEMALE,1,0,99
283,1107818,FEMALE,1,0,99
284,1108537,MALE,1,0,49
285,1108792,MALE,2,0,279
286,1108865,MALE,4,0,606.05
287,1109309,MALE,1,0,95
288,1109397,FEMALE,1,0,118
289,1109479,MALE,1,0,70
290,1109605,FEMALE,1,0,100
291,1110001,MALE,1,0,129
292,1110398,FEMALE,1,0,64
293,1110903,MALE,3,0,234.2
294,1111056,FEMALE,1,0,95
295,1111355,MALE,1,0,95
296,1111804,FEMALE,1,0,76
297,1112328,FEMALE,1,0,142.4
298,1112596,MALE,2,0,154
299,1112683,FEMALE,2,0,155.2
300,1113819,FEMALE,4,0,262
301,1113914,MALE,3,0,747.3
302,1113919,MALE,1,0,76
303,1114116,FEMALE,1,0,70
304,1115001,FEMALE,1,0,62
305,1116446,FEMALE,2,0,128
306,1116725,FEMALE,2,0,294
307,1116789,MALE,1,0,165
308,1116844,MALE,1,0,237.5
309,1117059,FEMALE,1,0,95
310,1118342,MALE,1,0,171
311,1120302,FEMALE,3,0,217.2
312,1120461,MALE,2,0,165.6
313,1121366,MALE,4,0,289
314,1121756,FEMALE,1,0,166.25
315,1121840,MALE,1,0,76
316,1123660,MALE,6,0,479
317,1123767,MALE,1,0,95
318,1124349,FEMALE,1,0,64
319,1124499,MALE,2,0,253
320,1124695,FEMALE,1,0,64
321,1124957,MALE,2,0,329
322,1124965,FEMALE,1,0,62
323,1125065,MALE,1,0,89
324,1125067,FEMALE,1,0,190
325,1125370,MALE,1,0,80.1
326,1125663,FEMALE,1,0,64
327,1126142,MALE,3,0,381
328,1126336,MALE,1,0,161
329,1126384,FEMALE,1,0,144.1
330,1127035,MALE,1,0,95
331,1127631,FEMALE,1,0,190
332,1128008,MALE,1,0,95
333,1128766,MALE,1,0,79.2
334,1128779,MALE,1,0,85.5
335,1129241,MALE,1,0,158.4
336,1129357,MALE,2,0,131.2
337,1129433,MALE,2,0,293.4
338,1129468,MALE,2,0,124
339,1130391,FEMALE,3,0,1076.4
340,1130412,FEMALE,2,0,306.2
341,1130536,FEMALE,1,0,89
342,1131023,FEMALE,2,0,229
343,1131164,MALE,1,0,89
344,1131384,FEMALE,1,0,129
345,1131830,FEMALE,1,0,456
346,1132202,FEMALE,2,0,175.1
347,1132405,FEMALE,1,0,95
348,1132960,MALE,1,0,80.1
349,1133548,FEMALE,1,0,95.2
350,1133702,FEMALE,2,0,158
351,1134022,MALE,1,0,85.5
352,1134038,MALE,1,0,160.2
353,1134186,MALE,4,0,330.2
354,1134618,FEMALE,2,0,318.4
355,1134686,MALE,1,0,64
356,1135128,MALE,2,0,402.5
357,1135529,MALE,3,0,205
358,1135681,MALE,4,0,421
359,1135893,MALE,2,0,113
360,1136426,MALE,1,0,89
361,1136617,MALE,4,0,323
362,1136666,FEMALE,2,0,209.1
363,1137118,FEMALE,1,0,131
364,1138296,MALE,2,0,154
365,1138319,FEMALE,1,0,190
366,1138675,FEMALE,1,0,99
367,1138732,MALE,1,0,44
368,1138964,FEMALE,1,0,89
369,1139010,MALE,4,0,717.9
370,1139164,FEMALE,2,0,84
371,1139337,FEMALE,1,0,70
372,1139545,MALE,1,0,62
373,1139620,MALE,2,0,221
374,1139660,FEMALE,1,0,146
375,1139879,FEMALE,3,0,345.5
376,1140476,MALE,1,0,238
377,1140554,FEMALE,1,0,95
378,1141019,FEMALE,1,0,95
379,1141606,FEMALE,1,0,95
380,1141860,MALE,1,0,89
381,1142113,MALE,2,0,164
382,1143874,FEMALE,1,0,76
383,1143920,FEMALE,1,0,190
384,1144168,MALE,1,0,89
385,1144746,FEMALE,1,0,190
386,1145792,FEMALE,3,0,251
387,1145881,FEMALE,1,0,64
388,1145994,MALE,1,0,64
389,1146411,MALE,1,0,119
390,1146648,FEMALE,1,0,95
391,1147940,FEMALE,1,0,170
392,1149288,FEMALE,1,0,80.1
393,1149593,MALE,1,0,66.75
394,1149828,MALE,1,0,49
395,1150074,FEMALE,1,0,190
396,1150221,FEMALE,1,0,95
397,1150427,MALE,1,0,178
398,1152309,FEMALE,1,0,76
399,1152990,FEMALE,2,0,158
400,1153391,FEMALE,1,0,71.2
401,1153405,FEMALE,2,0,194
402,1153576,FEMALE,1,0,89
403,1153647,FEMALE,1,0,44
404,1153690,FEMALE,1,0,71.2
405,1153949,MALE,2,0,158
406,1154272,FEMALE,2,0,193
407,1154913,MALE,1,0,119
408,1155449,FEMALE,1,0,165
409,1155505,MALE,4,0,595
410,1155635,FEMALE,2,0,164
411,1156287,FEMALE,1,0,70
412,1156332,FEMALE,2,0,131
413,1156548,MALE,3,0,428
414,1156749,MALE,1,0,80.1
415,1156784,MALE,1,0,206.4
416,1156835,FEMALE,3,0,346
417,1156846,MALE,1,0,380
418,1156852,FEMALE,1,0,89
419,1157999,MALE,1,0,64
420,1158241,FEMALE,1,0,49
421,1158277,MALE,1,0,95
422,1158320,FEMALE,1,0,80.1
423,1158349,MALE,1,0,71.2
424,1158573,FEMALE,3,0,376.2
425,1158605,MALE,4,0,328
426,1158982,FEMALE,2,0,213.6
427,1159000,MALE,1,0,79.2
428,1159133,MALE,1,0,99
429,1159168,MALE,2,0,184.5
430,1159214,MALE,2,0,223
431,1159278,FEMALE,1,0,190
432,1159715,FEMALE,1,0,235
433,1159745,MALE,2,0,831
434,1159775,FEMALE,1,0,190
435,1159978,MALE,4,0,351
436,1160017,MALE,1,0,71.2
437,1160356,MALE,2,0,88
438,1160622,FEMALE,2,0,257
439,1161001,FEMALE,1,0,71.2
440,1161002,FEMALE,3,0,386
441,1161659,FEMALE,3,0,247.4
442,1162248,MALE,1,0,89
443,1162367,MALE,1,0,99
444,1162414,FEMALE,1,0,79.2
445,1163531,MALE,1,0,89
446,1163579,FEMALE,1,0,70
447,1163708,FEMALE,1,0,95
448,1163718,FEMALE,1,0,152
449,1164103,MALE,2,0,178.2
450,1164239,MALE,1,0,76
451,1164343,MALE,1,0,380
452,1164557,MALE,2,0,150.1
453,1164629,MALE,1,0,119
454,1164811,FEMALE,2,0,364.5
455,1165059,MALE,1,0,76
456,1165418,MALE,1,0,71.2
457,1165857,FEMALE,2,0,159
458,1166320,MALE,1,0,89
459,1166483,FEMALE,1,0,59.4
460,1166603,MALE,1,0,178
461,1166624,FEMALE,1,0,95
462,1166647,FEMALE,1,0,70
463,1166693,FEMALE,1,0,190
464,1166893,MALE,1,0,374
465,1169391,MALE,3,0,173
466,1169566,MALE,4,0,296
467,1169842,FEMALE,1,0,76
468,1170058,FEMALE,1,0,105
469,1170329,FEMALE,2,0,159.95
470,1170383,MALE,2,0,232
471,1170910,FEMALE,2,0,359
472,1172885,MALE,2,0,196.2
473,1173857,MALE,2,0,160.2
474,1173947,FEMALE,1,0,95
475,1174187,FEMALE,3,0,204
476,1174214,MALE,2,0,101.7
477,1176847,MALE,2,0,144
478,1177165,FEMALE,3,0,418.6
479,1177422,FEMALE,1,0,80.1
480,1177566,MALE,1,0,190
481,1178537,FEMALE,1,0,245.7
482,1179870,FEMALE,1,0,69
483,1180069,FEMALE,1,0,55.8
484,1180156,MALE,1,0,99
485,1180228,MALE,2,0,134.5
486,1180269,MALE,1,0,284.8
487,1180353,MALE,2,0,118
488,1181251,MALE,1,0,119
489,1181331,MALE,1,0,190
490,1182126,FEMALE,1,0,35
491,1182226,MALE,1,0,85.5
492,1182394,MALE,1,0,190
493,1182470,MALE,1,0,231
494,1183350,FEMALE,1,0,64
495,1183763,MALE,2,0,134
496,1184335,MALE,4,0,651.1
497,1184552,MALE,2,0,432
498,1184616,FEMALE,1,0,80.1
499,1184787,FEMALE,2,0,340
500,1184959,FEMALE,4,0.083333333,628
501,1185662,MALE,1,0,35
502,1186346,FEMALE,1,0,95
503,1186403,FEMALE,1,0,70
504,1186540,FEMALE,2,0,382.1
505,1186787,MALE,2,0,221
506,1186995,MALE,3,0,429.7
507,1187489,MALE,1,0,89.1
508,1187754,MALE,1,0,190
509,1187809,FEMALE,1,0,55.8
510,1187890,MALE,1,0,95
511,1188174,FEMALE,1,0,89
512,1188269,MALE,1,0,152
513,1188298,FEMALE,1,0,171
514,1188587,FEMALE,4,0,417
515,1188619,FEMALE,1,0,95.2
516,1188917,FEMALE,2,0,307.2
517,1189252,FEMALE,1,0,71.2
518,1189331,FEMALE,2,0,268
519,1189421,MALE,1,0,64
520,1189509,MALE,1,0,95
521,1189672,MALE,1,0,89
522,1190019,MALE,1,0,95
523,1190573,FEMALE,4,0,577
524,1191016,FEMALE,2,0,155.2
525,1191229,MALE,2,0,338.4
526,1191916,FEMALE,1,0,75.65
527,1192558,MALE,1,0,62
528,1192590,FEMALE,1,0,71.2
529,1193502,FEMALE,2,0,396
530,1193598,FEMALE,5,0,539
531,1194194,MALE,4,0,317
532,1194442,FEMALE,1,0,129
533,1194444,FEMALE,1,0,285
534,1194702,MALE,4,0,377
535,1194962,FEMALE,3,0,283.65
536,1195110,FEMALE,2,0,159
537,1195217,FEMALE,2,0,148
538,1195595,MALE,1,0,70
539,1196451,MALE,2,0,489.6
540,1196772,FEMALE,3,0,206
541,1196840,MALE,3,0,572
542,1196938,FEMALE,1,0,89
543,1197380,MALE,2,0,123
544,1198683,MALE,1,0,89
545,1198866,FEMALE,1,0,99
546,1198887,FEMALE,2,0,184
547,1198950,MALE,1,0,95
548,1199641,MALE,1,0,95
549,1199728,MALE,2,0,374
550,1199760,MALE,1,0,99
551,1200204,MALE,1,0,64
552,1200254,FEMALE,2,0,124
553,1200319,FEMALE,2,0,158
554,1201357,MALE,1,0,1330
555,1201382,MALE,1,0,62
556,1204051,MALE,1,0,70
557,1204608,FEMALE,2,0,247.4
558,1204932,FEMALE,1,0,64
559,1205619,FEMALE,4,0,245
560,1205650,MALE,5,0,393.1
561,1205940,FEMALE,3,0,527
562,1206435,MALE,2,0,157
563,1206958,MALE,1,0,80.1
564,1207032,FEMALE,2,0,165.2
565,1207578,MALE,1,0,80.1
566,1207941,FEMALE,1,0,190
567,1207967,FEMALE,1,0,155.75
568,1208520,FEMALE,1,0,89
569,1208539,MALE,2,0,128
570,1208774,MALE,2,0,194
571,1208791,FEMALE,3,0,298
572,1209107,MALE,4,0,359.2
573,1209133,MALE,1,0,62
574,1209317,FEMALE,1,0,69
575,1210605,MALE,4,0,750.25
576,1210888,MALE,4,0,378
577,1210986,FEMALE,2,0,187
578,1211136,MALE,2,0,168.2
579,1211251,FEMALE,1,0,99
580,1212164,MALE,1,0,148.2
581,1212451,MALE,1,0,85.5
582,1212827,FEMALE,1,0,89
583,1212945,FEMALE,2,0,207
584,1213337,MALE,2,0,200.2
585,1213445,FEMALE,1,0,71.2
586,1214133,MALE,3,0,233
587,1214177,MALE,2,0,223.2
588,1214503,MALE,2,0,242
589,1214791,FEMALE,5,0,607.3
590,1214832,MALE,1,0,79.2
591,1215161,MALE,1,0,80.1
592,1216252,FEMALE,1,0,119
593,1216350,MALE,1,0,64
594,1217850,MALE,1,0,145.2
595,1218093,MALE,1,0,238
596,1218934,FEMALE,1,0,165
597,1219029,FEMALE,3,0,424.4
598,1219297,MALE,1,0,75.65
599,1219618,FEMALE,1,0,144.1
600,1221641,MALE,2,0,194
601,1223109,MALE,2,0,208.2
602,1223247,FEMALE,1,0,95
603,1223558,FEMALE,2,0,153
604,1223571,FEMALE,1,0,89
605,1224269,FEMALE,3,0,189
606,1224601,MALE,3,0,418.2
607,1224616,FEMALE,1,0,62
608,1224897,MALE,2,0,153
609,1224904,FEMALE,1,0,66
610,1224991,FEMALE,1,0,119
611,1225728,MALE,3,0,248
612,1226290,MALE,5,0,501
613,1226373,FEMALE,5,0,515
614,1226715,FEMALE,1,0,95
615,1226740,MALE,2,0,143
616,1226792,MALE,1,0,99
617,1227247,MALE,1,0,129
618,1228040,FEMALE,2,0,335
619,1228077,FEMALE,1,0,89
620,1228518,FEMALE,3,0,355
621,1228838,FEMALE,2,0,285.1
622,1229436,MALE,3,0,253
623,1229697,FEMALE,3,0,278
624,1231094,MALE,1,0,129
625,1231946,MALE,1,0,89
626,1232226,FEMALE,1,0,85.5
627,1232232,FEMALE,1,0,95
628,1232390,MALE,2,0,247
629,1233219,FEMALE,1,0,99
630,1233742,FEMALE,1,0,107.1
631,1233839,FEMALE,1,0,95
632,1234179,MALE,3,0,309.1
633,1234695,FEMALE,2,0,169.1
634,1234878,FEMALE,1,0,74
635,1234923,MALE,1,0,128
636,1235151,MALE,2,0,184
637,1235742,FEMALE,1,0,95
638,1235909,MALE,1,0,94
639,1237279,MALE,1,0,35
640,1237743,FEMALE,2,0,209.4
641,1238057,FEMALE,3,0,440
642,1238349,MALE,1,0,129
643,1238407,MALE,2,0,653
644,1238862,FEMALE,3,0,341.6
645,1238866,FEMALE,2,0,140.2
646,1239097,MALE,3,0,303
647,1239492,MALE,2,0,184
648,1240807,MALE,1,0,119
649,1241650,FEMALE,1,0,74
650,1241998,FEMALE,1,0,95
651,1242267,FEMALE,1,0,89
652,1243519,MALE,2,0,196.1
653,1244370,MALE,1,0,62
654,1244474,MALE,2,0,182.4
655,1244673,MALE,1,0,95
656,1244703,FEMALE,1,0,49
657,1245415,MALE,4,0,278.2
658,1246534,MALE,1,0,178
659,1246750,MALE,2,0,174.5
660,1247168,MALE,1,0,178
661,1247266,FEMALE,1,0,165
662,1247595,MALE,1,0,89
663,1247698,MALE,4,0,685
664,1247825,MALE,2,0,218
665,1248238,MALE,3,0,297.4
666,1248396,MALE,1,0,142
667,1248783,FEMALE,5,0,561
668,1249042,FEMALE,1,0,66
669,1249819,MALE,1,0,238
670,1250138,MALE,1,0,178
671,1250200,FEMALE,2,0,337
672,1250470,MALE,3,0,402
673,1250617,MALE,4,0,528.1
674,1251087,MALE,1,0,351
675,1252196,MALE,1,0,39.2
676,1252728,MALE,2,0,267.6
677,1252897,FEMALE,1,0,190
678,1252911,FEMALE,1,0,89
679,1253345,MALE,1,0,70
680,1253740,FEMALE,1,0,95
681,1254165,FEMALE,4,0,523.4
682,1255180,FEMALE,2,0,168
683,1255530,MALE,1,0,59.4
684,1256134,FEMALE,1,0,119
685,1256941,FEMALE,1,0,76
686,1257525,FEMALE,2,0,195
687,1258112,MALE,1,0,89
688,1258113,MALE,2,0,184
689,1258352,MALE,1,0,80
690,1258925,MALE,2,0,194
691,1259756,MALE,1,0,95
692,1259992,FEMALE,1,0,89
693,1260038,FEMALE,1,0,80.1
694,1260126,FEMALE,3,0,293
695,1260194,MALE,1,0,79.2
696,1260198,FEMALE,2,0,238
697,1260563,FEMALE,3,0,557
698,1261307,MALE,2,0,339.5
699,1261481,FEMALE,2,0,189
700,1261646,MALE,3,0,258.1
701,1261781,MALE,2,0,141.2
702,1262014,MALE,1,0,48
703,1262296,MALE,3,0,342.4
704,1262310,MALE,2,0,205.2
705,1262645,MALE,1,0,64
706,1262734,FEMALE,1,0,94
707,1262834,FEMALE,1,0,119
708,1263371,FEMALE,1,0,165
709,1263619,MALE,1,0,89
710,1263817,FEMALE,2,0,218
711,1263896,MALE,1,0,89.1
712,1263924,MALE,1,0,74
713,1264192,MALE,1,0,76
714,1264219,MALE,1,0,85.5
715,1264480,FEMALE,1,0,153.2
716,1264569,MALE,2,0,374
717,1265106,MALE,1,0,190
718,1265125,MALE,1,0,74.25
719,1265278,MALE,1,0,95
720,1265659,FEMALE,1,0,95
721,1266095,MALE,1,0,89
722,1266837,FEMALE,1,0,119
723,1267186,MALE,4,0,744.1
724,1267347,FEMALE,8,0,1200
725,1267512,MALE,3,0,293
726,1268351,MALE,1,0,66
727,1269116,FEMALE,2,0,157
728,1269498,FEMALE,2,0,93
729,1269535,FEMALE,2,0,308
730,1269703,FEMALE,1,0,180.5
731,1270076,MALE,2,0,118
732,1270215,FEMALE,1,0,110.4
733,1270621,MALE,3,0,293
734,1270809,FEMALE,2,0,214
735,1271384,MALE,1,0,69
736,1271531,FEMALE,1,0,85.5
737,1271568,FEMALE,3,0,839
738,1271748,FEMALE,4,0,537
739,1272435,MALE,1,0,64
740,1272439,FEMALE,1,0,89
741,1272484,FEMALE,2,0,150.4
742,1272499,MALE,2,0,416
743,1272979,FEMALE,3,0,530.5
744,1274186,MALE,1,0,99
745,1274646,FEMALE,1,0,74
746,1274671,MALE,1,0,190
747,1274926,FEMALE,2,0,155.2
748,1275058,MALE,2,0,138
749,1275430,FEMALE,1,0,100
750,1275747,MALE,1,0,44
751,1275950,FEMALE,1,0,89
752,1276203,FEMALE,1,0,129
753,1276499,FEMALE,1,0,69
754,1276907,FEMALE,1,0,80.1
755,1277108,FEMALE,6,0,680
756,1278024,MALE,2,0,408.15
757,1278086,MALE,2,0,178
758,1278814,MALE,1,0,69
759,1278875,MALE,1,0,71.2
760,1279670,FEMALE,3,0,245.6
761,1279768,FEMALE,3,0,186.4
762,1279866,FEMALE,1,0,119
763,1280026,FEMALE,2,0,134
764,1280053,FEMALE,2,0,184
765,1280237,FEMALE,8,0,865
766,1280292,MALE,1,0,69
767,1280720,FEMALE,2,0,264
768,1281046,MALE,1,0,89
769,1281717,MALE,1,0,165
770,1281743,FEMALE,1,0,66
771,1282785,FEMALE,1,0,198
772,1283020,MALE,1,0,134.4
773,1283030,FEMALE,1,0,99
774,1283100,MALE,1,0,89
775,1283358,MALE,2,0,178
776,1283846,FEMALE,1,0,89
777,1284360,FEMALE,1,0,95
778,1284777,FEMALE,1,0,70
779,1285333,FEMALE,1,0,99
780,1285349,FEMALE,1,0,171
781,1286731,MALE,2,0,218
782,1287040,MALE,3,0,452.6
783,1287332,MALE,2,0,504
784,1287356,FEMALE,1,0,62
785,1288391,MALE,7,0,868.95
786,1288878,MALE,1,0,69
787,1289076,FEMALE,1,0,95
788,1289191,MALE,1,0,190
789,1289205,FEMALE,1,0,35
790,1289737,FEMALE,4,0,475.2
791,1290510,MALE,1,0,64
792,1290605,FEMALE,2,0,144
